,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
1039,12.03.2008,2008/117,Markus Schwyn,PFZ,Susi Gut,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
1040,01.07.2009,2009/310,Rebekka Wyler,SP,Claudia Nielsen,SP,Gesundheits- und Umweltdepartement (GUD)
1041,06.07.2011,2011/262,Philipp Käser,GLP,Irene Bernhard,GLP,Tiefbau- und Entsorgungsdepartement (TED)
1042,1.10.1997,1997/404,Robert Schönbächler,CVP,Kurt Tschopp,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1043,31.10.2012,2012/389,Min Li Marti,SP,Isabel Garcia,GLP,
1044,15.04.2015,2015/108,Petek Altinay,SP,Nicolas Esseiva,SP,Tiefbau- und Entsorgungsdepartement (TED)
1045,2.10.2002,2002/389,Corine Mauch,SP,Josef Köpfli,SP,
1046,23.3.2005,2005/108,Ueli Nagel,Grüne,Pierino Cerliani,Grüne,Hochbaudepartement (HBD)
1047,10.07.2019,2019/338,Balz Bürgisser,Grüne,Jean-Daniel Strub,SP,Gemeinderat
1048,09.05.2007,2007/233,Ernst Danner,EVP,Jean-Claude Virchaux,CVP,Schul- und Sportdepartement (SSD)
1049,2.10.2002,2002/404,Christoph Hug,Grüne,Gerold Lauber,CVP,
1050,05.07.2017,2017/227,Heidi Egger,SP,Reto Rudolf,CVP,Stadtrat
1051,01.02.2017,2017/22,Roger Liebi,SVP,Derek Richter,SVP,Sicherheitsdepartement (SID)
1052,25.9.2002,2002/362,Rolf André Siegenthaler-Benz,SVP,Hans Marolf,SVP,Polizeidepartement (PD)
1053,21.5.2003,2003/171,Georg Schmid,CVP,Ernst Danner,EVP,Polizeidepartement (PD)
1054,15.9.2004,2004/496,Cornelia Schaub,SVP,Martin Burger,SVP,Polizeidepartement (PD)
1055,5.2.2003,2003/43,Doris Fiala,FDP,Rosemarie Berthoud,FDP,Schul- und Sportdepartement (SSD)
1056,08.01.20,2004/482,Roger Liebi,SVP,Markus Schwyn,PFZ,
1057,03.10.2007,2007/541,Heinz Jacobi,SP,Salvatore Di Concilio,SP,Departement der Industriellen Betriebe (DIB)
1058,08.01.20,2012/404,Marcel Schönbächler,CVP,Mario Mariani,CVP,
1059,13.07.2011,2011/289,Tamara Lauber,FDP,Marc Bourgeois,FDP,
1060,4.2.2004,2004/62,Monika Erfigen,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
1061,13.11.2019,2019/489,Pascal Lamprecht,SP,Marcel Müller,FDP,Stadtrat
1062,24.10.2007,2007/569,Claudia Simon,FDP,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
1063,08.01.20,2001/289,Christoph Hug,Grüne,Joe A. Manser,SP,
1064,9.6.1999,1999/241,Hansjörg Sörensen,FDP,Ronald Schmid,FDP,Finanzdepartement (FD)
1065,25.2.2004,2004/76,Michael Baumer,FDP,Rosemarie Berthoud,FDP,Sozialdepartement (SD)
1066,30.5.2001,2001/288,Markus Schwyn,PFZ,Christopher Vohdin,SVP,Präsidialdepartement (PRD)
1067,28.11.2012,2012/439,Marc Bourgeois,FDP,Michael Baumer,FDP,
1068,25.2.2004,2004/77,Michael Baumer,FDP,Albert Leiser,FDP,Sozialdepartement (SD)
1069,4.2.2004,2004/63,Monika Erfigen,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
1070,17.04.2013,2013/158,Samuel Dubno,GLP,Isabel Garcia,GLP,Schul- und Sportdepartement (SSD)
1071,13.11.2019,2019/488,Severin Pflüger,FDP,Marcel Müller,FDP,Gemeinderat
1072,08.01.20,2012/405,Marianne Aubert,SP,Hans Jörg Käppeli,SP,
1073,3.10.2007,2007/540,Roger Bartholdi,SVP,Hans Nikles,SVP,Polizeidepartement (PD)
1074,23.10.2002,2002/411,Doris Fiala,FDP,Beat Badertscher,FDP,Gesundheits- und Umweltdepartement (GUD)
1075,09.05.2012,2007/232,Jean-Claude Virchaux,CVP,Ernst Danner,EVP,
1076,25.9.2002,2002/363,Rolf André Siegenthaler-Benz,SVP,Roger Liebi,SVP,Polizeidepartement (PD)
1077,05.07.2017,2017/226,Christine Seidler,SP,Mario Mariani,CVP,Stadtrat
1078,23.3.2005,2005/109,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
1079,1.10.1997,1997/405,Markus Bischoff,AL,Niklaus Scherr,AL,
1080,30.6.1999,1999/297,Robert Müller,SVP,Luzi Rüegg,SVP,Polizeidepartement (PD)
1081,31.10.2001,2001/539,Corine Mauch,SP,Rolf Naef,SP,Finanzdepartement (FD)
1082,15.04.2015,2015/109,Petek Altinay,SP,Nicolas Esseiva,SP,
1083,31.10.2007,2007/583,Martin Bürlimann,SVP,Roger Bartholdi,SVP,Präsidialdepartement (PRD)
1084,01.07.2009,2009/311,Rebekka Wyler,SP,Claudia Nielsen,SP,Gesundheits- und Umweltdepartement (GUD)
1085,03.07.2019,2019/311,Zilla Roose,SP,Markus Merki,GLP,Stadtrat
1086,30.3.2005,2005/121,Hanspeter Kunz,EVP,Ernst Danner,EVP,Sozialdepartement (SD)
1087,12.03.2008,2008/116,Markus Schwyn,PFZ,Susi Gut,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
1088,01.07.2009,2009/305,Marianne Dubs Früh,SP,Claudia Nielsen,SP,Tiefbau- und Entsorgungsdepartement (TED)
1089,19.3.2003,2003/95,Monjek Rosenheim,FDP,Jürg R. Schüepp,FDP,Präsidialdepartement (PRD)
1090,7.11.2007,2007/597,Susi Gut,PFZ,Markus Schwyn,PFZ,
1091,05.11.2008,2008/499,Balthasar Glättli,Grüne,Martin Abele,Grüne,
1092,04.12.2013,2013/428,Samuel Dubno,GLP,Marc Bourgeois,FDP,
1093,3.3.1999,1999/78,Adrian Hug,CVP,Romeo Steiner,CVP,
1094,07.07.2010,2010/299,Esther Straub,SP,Christoph Gut,SP,Schul- und Sportdepartement (SSD)
1095,17.8.1998,1998/245,Pierino Cerliani,Grüne,Christoph Hug,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1096,24.1.2007,2007/32,Roger Liebi,SVP,Monika Erfigen,SVP,Departement der Industriellen Betriebe (DIB)
1097,29.11.2006,2006/545,Bernhard im Oberdorf,SVP,Guido Bergmaier,SVP,Polizeidepartement (PD)
1098,23.11.2005,2005/486,Bruno Garzotto,SVP,Theo Hauri,SVP,Hochbaudepartement (HBD)
1099,7.6.2006,2006/223,Richard Rabelbauer,EVP,Claudia Rabelbauer,EVP,
1100,18.04.2012,2012/175,Daniel Meier,CVP,Florian Utz,SP,
1101,09.04.2014,2014/118,Pascal Lamprecht,SP,Alan David Sangines,SP,Polizeidepartement (PD)
1102,1.11.2000,2000/528,Regula Enderlin Cavigelli,SP,Elisabeth Güntensperger-Alioth,SP,Gesundheits- und Umweltdepartement (GUD)
1103,06.01.2016,2016/8,Markus Knauss,Grüne,Marco Denoth,SP,
1104,08.01.20,2018/314,Marianne Aubert,SP,Marco Denoth,SP,
1105,10.3.2004,2004/124,Ernst Danner,EVP,Kurt Maeder,CVP,Finanzdepartement (FD)
1106,08.01.20,2010/272,Marcel Savarioud,SP,Hans Jörg Käppeli,SP,
1107,1.4.2009,2009/113,Gabriele Kisker,Grüne,Ueli Nagel,Grüne,
1108,10.3.1999,1999/93,Markus Bischoff,AL,Balthasar Glättli,Grüne,Polizeidepartement (PD)
1109,25.6.2008,2008/300,Markus Knauss,Grüne,Daniel Leupi,Grüne,
1110,9.11.2005,2005/451,Roger Liebi,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
1111,28.11.2018,2018/466,Urs Egger,FDP,Përparim Avdili,FDP,Finanzdepartement (FD)
1112,13.03.2013,2013/84,Gabriele Kisker,Grüne,Markus Knauss,Grüne,Hochbaudepartement (HBD)
1113,02.07.2008,2008/314,Min Li Marti,SP,Christina Hug,Grüne,Präsidialdepartement (PRD)
1114,16.06.2010,2010/266,Florian Utz,SP,Guido Trevisan,GLP,
1115,22.08.2018,2018/300,Walter Anken,SVP,Rolf Müller,SVP,Gemeinderat
1116,02.03.2016,2016/63,Markus Knauss,Grüne,Gabriele Kisker,Grüne,Präsidialdepartement (PRD)
1117,27.9.2006,2006/419,Peter Anderegg,EVP,Ernst Danner,EVP,Schul- und Sportdepartement (SSD)
1118,05.06.2013,2013/206,Roland Scheck,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
1119,21.03.2007,2007/150,Christian Aeschbach,FDP,Claudia Simon,FDP,Schul- und Sportdepartement (SSD)
1120,5.12.2007,2007/636,Walter Angst,AL,Jacqueline Badran,SP,Finanzdepartement (FD)
1121,17.05.2017,2017/144,Marcel Müller,FDP,Alexander Brunner,FDP,
1122,05.10.2016,2016/343,Stefan Urech,SVP,Roger Liebi,SVP,Präsidialdepartement (PRD)
1123,11.6.2003,2003/206,Bernhard im Oberdorf,SVP,Raphaela-Franziska Ulcay-Hauser,SVP,Gesundheits- und Umweltdepartement (GUD)
1124,21.3.2007,2007/144,Fiammetta Jahreiss-Montagnani,SP,Andrew Katumba,SP,
1125,13.9.2000,2000/448,Markus Schwyn,PFZ,Theo Hauri,SVP,Hochbaudepartement (HBD)
1126,07.03.2018,2018/99,Johann Widmer,SVP,Derek Richter,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1127,13.09.2006,2006/380,Monika Erfigen,SVP,Bruno Amacker,SVP,Polizeidepartement (PD)
1128,19.12.2018,2018/506,Ann-Catherine Nabholz,GLP,Sven Sobernheim,GLP,Stadtrat
1129,19.12.2018,2018/512,Elena Marti,Grüne,Karin Meier-Bohrer,Grüne,Stadtrat
1130,02.11.2016,2016/380,Ezgi Akyol,AL,Linda Bär,SP,Stadtrat
1131,14.07.2010,2010/312,Marianne Dubs Früh,SP,Thomas Wyss,Grüne,
1132,20.09.2006,2006/394,Ueli Brasser,SD,Patrick Blöchlinger,SD,Präsidialdepartement (PRD)
1133,11.4.2007,2007/187,Mauro Tuena,SVP,Roger Liebi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1134,11.07.2007,2007/408,Thomas Marthaler,SP,Dominique Feuillet,SP,
1135,18.05.2016,2016/169,Roger Tognella,FDP,Andreas Egli,FDP,Departement der Industriellen Betriebe (DIB)
1136,8.3.2006,2006/72,Susi Gut,PFZ,Markus Schwyn,PFZ,Sozialdepartement (SD)
1137,14.7.1999,1999/334,Markus Bischoff,AL,Reto Dettli,SP,Hochbaudepartement (HBD)
1138,7.7.1999,1999/320,Kurt Tschopp,CVP,Rolf Kuhn,SP,Tiefbau- und Entsorgungsdepartement (TED)
1139,10.5.2006,2006/169,Peider Filli,Grüne,Niklaus Scherr,AL,
1140,22.11.2017,2017/408,Mario Mariani,CVP,Reto Vogelbacher,CVP,Präsidialdepartement (PRD)
1141,18.01.2012,2012/13,Andrea Nüssli,SP,Jean-Daniel Strub,SP,
1142,10.09.2014,2014/285,Samuel Dubno,GLP,Gian von Planta,GLP,Finanzdepartement (FD)
1143,27.09.2017,2017/346,Matthias Probst,Grüne,Eva Hirsiger,Grüne,Stadtrat
1144,28.1.1998,1998/38,Luzi Rüegg,SVP,Köbi Möri,Parteilos,Hochbaudepartement (HBD)
1145,23.01.2008,2008/63,Hans Jörg Käppeli,SP,Annamarie Elmer Lück,SP,Tiefbau- und Entsorgungsdepartement (TED)
1146,28.01.2015,2015/32,Guido Hüni,GLP,Isabel Garcia,GLP,Gesundheits- und Umweltdepartement (GUD)
1147,13.06.2007,2007/352,Mirella Wepf,SP,Rebekka Wyler,SP,Schul- und Sportdepartement (SSD)
1148,3.5.2006,2006/141,Monika Erfigen,SVP,Mauro Tuena,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1149,31.1.2001,2001/47,Hans Bachmann,FDP,Theresa G. Hensch-Stadelmann,FDP,Polizeidepartement (PD)
1150,31.1.2001,2001/53,Christian Mettler,SVP,Hans Marolf,SVP,Departement der Industriellen Betriebe (DIB)
1151,2.6.2004,2004/285,Markus Schwyn,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
1152,20.04.2016,2016/141,Markus Hungerbühler,CVP,Urs Fehr,SVP,
1153,30.01.2008,2008/77,Kurt Hüssy,SVP,Roger Bartholdi,SVP,Präsidialdepartement (PRD)
1154,10.06.2009,2009/259,Susi Gut,PFZ,Markus Schwyn,PFZ,
1155,6.10.1999,1999/491,Theo Hauri,SVP,Bruno Sidler,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1156,11.1.1995,1993/155,Peter Stähli-Barth,SP,Paul Kleger,FDP,Hochbaudepartement (HBD)
1157,6.10.1999,1999/485,Rolf André Siegenthaler-Benz,SVP,Werner Furrer,SVP,Polizeidepartement (PD)
1158,6.2.2008,2008/88,Mirella Wepf,SP,Ernst Danner,EVP,Hochbaudepartement (HBD)
1159,10.1.2001,2001/6,Joe A. Manser,SP,Guido Wick,FDP,Polizeidepartement (PD)
1160,08.11.2017,2017/385,Dubravko Sinovcic,SVP,Samuel Balsiger,SVP,Stadtrat
1161,04.11.2009,2009/503,Theo Hauri,SVP,Heinz F. Steger,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1162,31.08.2011,2011/317,Monika Erfigen,SVP,Marianne Aubert,SP,"Hochbaudepartement (HBD), Schul- und Sportdepartement (SSD)"
1163,10.02.2010,2010/104,Christian Wenger,SD,Patrick Blöchlinger,SD,Präsidialdepartement (PRD)
1164,19.9.2001,2001/465,Luzi Rüegg,SVP,Jürg Casparis,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1165,08.01.20,2006/182,Theo Hauri,SVP,Monika Erfigen,SVP,
1166,11.11.2009,2009/517,Mirella Wepf,SP,Uschi Heinrich,SP,Tiefbau- und Entsorgungsdepartement (TED)
1167,28.2.2001,2001/90,Hans Marolf,SVP,Theo Hauri,SVP,Gesundheits- und Umweltdepartement (GUD)
1168,07.12.2011,2011/465,Andrea Hochreutener,SP,Andrea Nüssli,SP,Geschäftsbericht Stadtrat
1169,17.6.2009,2009/271,Marcel Savarioud,SP,Myrtha Meuli,SP,Hochbaudepartement (HBD)
1170,6.6.2001,2001/317,Luzi Rüegg,SVP,Markus Schwyn,PFZ,Departement der Industriellen Betriebe (DIB)
1171,05.06.2019,2019/249,Balz Bürgisser,Grüne,Roger Bartholdi,SVP,Stadtrat
1172,6.10.1999,1999/495,Christian Mettler,SVP,Jürg Casparis,SVP,Polizeidepartement (PD)
1173,6.6.2001,2001/313,Luzi Rüegg,SVP,Markus Schwyn,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
1174,01.06.2016,2016/186,Daniel Regli,SVP,Stephan Iten,SVP,
1175,15.11.2017,2017/395,Stephan Iten,SVP,Derek Richter,SVP,Sicherheitsdepartement (SID)
1176,04.07.2007,2007/381,Christine Seidler,SP,Jacqueline Badran,SP,
1177,17.5.2006,2006/186,Bruno Amacker,SVP,Christian Traber,CVP,Polizeidepartement (PD)
1178,10.02.2010,2010/100,Ueli Brasser,SD,Patrick Blöchlinger,SD,Präsidialdepartement (PRD)
1179,09.07.2014,2014/242,Matthias Probst,Grüne,Cordula Bieri,Grüne,
1180,01.11.2017,2017/381,Christoph Marty,SVP,Thomas Schwendener,SVP,
1181,07.12.2011,2011/475,Hans Jörg Käppeli,SP,Guido Trevisan,GLP,
1182,27.11.2019,2019/513,Martin Götzl,SVP,Stephan Iten,SVP,
1183,25.05.2016,2016/179,Adrian Gautschi,GLP,Guido Trevisan,GLP,Stadtrat
1184,6.5.1998,1998/137,Hansjörg Sörensen,FDP,Beat Badertscher,FDP,Hochbaudepartement (HBD)
1185,30.01.2008,2008/73,Bruno Amacker,SVP,Mauro Tuena,SVP,Ablehnung
1186,17.09.2014,2014/295,Markus Merki,GLP,Sven Sobernheim,GLP,Tiefbau- und Entsorgungsdepartement (TED)
1187,04.10.2017,2017/356,Mathias Egloff,SP,Ronny Siev,GLP,Stadtrat
1188,19.6.2002,2002/213,Martin Burger,SVP,Monika Erfigen,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1189,2.6.2004,2004/281,Susi Gut,PFZ,Markus Schwyn,PFZ,Präsidialdepartement (PRD)
1190,18.12.2002,2002/561,Robert Schönbächler,CVP,Claudia Nielsen,SP,Tiefbau- und Entsorgungsdepartement (TED)
1191,27.09.2017,2017/342,Pascal Lamprecht,SP,Mario Mariani,CVP,
1192,4.6.2008,2008/258,Myrtha Meuli,SP,Ernst Danner,EVP,Sozialdepartement (SD)
1193,03.11.2010,2010/458,Mario Mariani,CVP,Marcel Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1194,14.3.2001,2001/139,Bruno Sidler,SVP,Marina Garzotto,SVP,Präsidialdepartement (PRD)
1195,27.9.2000,2000/464,Christian Mettler,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
1196,11.4.2007,2007/183,Rebekka Wyler,SP,Pascal Pauli,Grüne,Sozialdepartement (SD)
1197,28.6.2000,2000/302,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
1198,10.11.2010,2010/464,Mario Mariani,CVP,Heinz F. Steger,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1199,09.11.2016,2016/390,Daniel Regli,SVP,Thomas Schwendener,SVP,Sicherheitsdepartement (SID)
1200,12.11.2008,2008/516,Jacqueline Badran,SP,Corine Mauch,SP,Finanzdepartement (FD)
1201,28.3.2007,2007/168,Ernst Danner,EVP,Daniel Meier,CVP,Sozialdepartement (SD)
1202,30.11.2016,2016/421,Pablo Bünger,FDP,Marcel Müller,FDP,Sicherheitsdepartement (SID)
1203,02.02.2011,2011/46,Guido Bergmaier,SVP,Roland Scheck,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1204,08.01.20,1995/68,Gody Müller,SVP,Hansueli Züllig,SVP,Finanzdepartement (FD)
1205,16.9.1998,1998/309,Rolf Kuhn,SP,Ueli Keller,SP,Tiefbau- und Entsorgungsdepartement (TED)
1206,21.03.2007,2007/140,Pascal Pauli,Grüne,Bastien Girod,Grüne,Polizeidepartement (PD)
1207,28.11.2007,2007/626,Roger Bartholdi,SVP,Bernhard im Oberdorf,SVP,Polizeidepartement (PD)
1208,4.10.2006,2006/435,Mauro Tuena,SVP,Hedy Schlatter,SVP,Sozialdepartement (SD)
1209,07.02.2018,2018/62,Balz Bürgisser,Grüne,Markus Knauss,Grüne,
1210,27.9.2006,2006/421,Robert Schönbächler,CVP,Pierino Cerliani,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1211,26.1.2005,2005/27,Doris Weber,FDP,Thomas Bär,FDP,Polizeidepartement (PD)
1212,02.04.2014,2014/108,Markus Knauss,Grüne,Matthias Probst,Grüne,
1213,09.07.2008,2008/338,Roger Bartholdi,SVP,Roger Liebi,SVP,Polizeidepartement (PD)
1214,8.11.2000,2000/538,Markus Schwyn,PFZ,Christian Mettler,SVP,Hochbaudepartement (HBD)
1215,22.10.2008,2008/476,Marco V. Camin,FDP,Ueli Nagel,Grüne,Gesundheits- und Umweltdepartement (GUD)
1216,10.04.2014,2014/120,Guido Hüni,GLP,Maleica Landolt,GLP,
1217,01.12.2010,2010/504,Claudia Rabelbauer,EVP,Martin Mächler,EVP,Gesundheits- und Umweltdepartement (GUD)
1218,7.6.2000,2000/262,Marcel Savarioud,SP,Corine Mauch,SP,Gesundheits- und Umweltdepartement (GUD)
1219,08.01.20,2006/596,Roger Liebi,SVP,Monika Erfigen,SVP,
1220,1.4.2009,2009/117,Marlène Butz,SP,Marianne Aubert,SP,Departement der Industriellen Betriebe (DIB)
1221,30.09.2015,2015/327,Martin Bürlimann,SVP,Stephan Iten,SVP,Finanzdepartement (FD)
1222,10.3.1999,1999/97,Eva Virag Jansen,Grüne,Katharina Prelicz-Huber,Grüne,Finanzdepartement (FD)
1223,06.12.2010,2010/510,Christoph Spiess,SD,Patrick Blöchlinger,SD,Finanzdepartement (FD)
1224,1.10.2008,2008/462,Peter Stähli-Barth,SP,Bruno Sidler,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1225,10.3.2004,2004/120,Alexander Jäger,FDP,Jürg R. Schüepp,FDP,Schul- und Sportdepartement (SSD)
1226,25.10.2000,2000/504,Werner Sieg,SP,Emil Seliner,SP,Hochbaudepartement (HBD)
1227,12.1.2000,2000/17,Werner Sieg,SP,Peter Stähli-Barth,SP,Präsidialdepartement (PRD)
1228,19.8.1998,1998/255,Romeo Steiner,CVP,Adrian Hug,CVP,Hochbaudepartement (HBD)
1229,06.02.2013,2013/43,Patrick Blöchlinger,SD,Christoph Spiess,SD,Tiefbau- und Entsorgungsdepartement (TED)
1230,27.1.1999,1999/40,Jeannette Linggi Werner,SP,Christine Marchetto-Grütter,SP,Gesundheits- und Umweltdepartement (GUD)
1231,17.1.2007,2007/22,Markus Knauss,Grüne,Myriam Barzotto,SP,Präsidialdepartement (PRD)
1232,15.06.2016,2016/227,Daniel Regli,SVP,Martin Götzl,SVP,Präsidialdepartement (PRD)
1233,24.9.2003,2003/362,Susi Gut,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
1234,29.10.2003,2003/404,Monika Erfigen,SVP,Urs Weiss,SVP,Finanzdepartement (FD)
1235,2.10.2002,2002/398,Monika Erfigen,SVP,Martin Burger,SVP,Präsidialdepartement (PRD)
1236,10.07.2019,2019/329,David Garcia Nuñez,AL,Ezgi Akyol,AL,Gemeinderat
1237,30.3.2005,2005/119,Albert Leiser,FDP,Monjek Rosenheim,FDP,Hochbaudepartement (HBD)
1238,30.6.1999,1999/293,Reto Dettli,SP,Balthasar Glättli,Grüne,Polizeidepartement (PD)
1239,24.10.2001,2001/529,Monika Erfigen,SVP,Bruno Sidler,SVP,Präsidialdepartement (PRD)
1240,08.07.2009,2009/329,Marcel Z'graggen,CVP,Robert Schönbächler,CVP,Departement der Industriellen Betriebe (DIB)
1241,25.8.2004,2004/450,Rolf Stucker,SVP,Oliver B. Meier,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1242,30.10.2019,2019/473,Olivia Romanelli,AL,Ernst Danner,EVP,Gemeinderat
1243,01.07.2009,2009/301,Heinz F. Steger,FDP,Josef Widler,CVP,
1244,22.10.2014,2014/322,Pascal Lamprecht,SP,Nicolas Esseiva,SP,
1245,21.10.2009,2009/467,Esther Straub,SP,Christine Stokar Gasser,SP,
1246,08.01.20,2011/273,Gabriele Kisker,Grüne,Markus Knauss,Grüne,
1247,03.07.2019,2019/315,Elisabeth Schoch,FDP,Yasmine Bourgeois,FDP,Gemeinderat
1248,30.10.2019,2019/467,Balz Bürgisser,Grüne,Roger Bartholdi,SVP,Stadtrat
1249,12.3.2003,2003/85,Claudia Nielsen,SP,Werner Sieg,SP,Finanzdepartement (FD)
1250,08.01.20,2012/429,Isabel Garcia,GLP,Andreas Hauri,GLP,
1251,9.6.1999,1999/244,Ronald Schmid,FDP,Hans Bachmann,FDP,Präsidialdepartement (PRD)
1252,08.02.2017,2017/27,Pawel Silberring,SP,Guy Krayenbühl,GLP,Stadtrat
1253,25.9.2002,2002/367,Bruno Garzotto,SVP,Hans Bachmann,FDP,Sozialdepartement (SD)
1254,2.10.2002,2002/401,Daniel Leupi,Grüne,Christian Traber,CVP,Polizeidepartement (PD)
1255,23.10.2002,2002/415,Robert Schönbächler,CVP,Hans Diem,CVP,Hochbaudepartement (HBD)
1256,14.5.2003,2003/160,Susi Gut,PFZ,Markus Schwyn,PFZ,Präsidialdepartement (PRD)
1257,5.2.2003,2003/46,Doris Fiala,FDP,Albert Leiser,FDP,Sozialdepartement (SD)
1258,08.01.20,2002/373,Werner Sieg,SP,Peter Stähli-Barth,SP,
1259,23.6.1999,1999/279,Lorenz Habicher,SVP,Armin Schilter,SVP,Polizeidepartement (PD)
1260,25.9.2002,2002/366,Roger Liebi,SVP,Mauro Tuena,SVP,
1261,2.10.2002,2002/400,Ruth Anhorn,SVP,Karin Peter,SVP,Schul- und Sportdepartement (SSD)
1262,9.5.2007,2007/237,Daniel Leupi,Grüne,Doris Weber,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1263,17.04.2013,2013/149,Nicolas Esseiva,SP,Andreas Edelmann,SP,
1264,9.6.1999,1999/245,Ronald Schmid,FDP,Hans Bachmann,FDP,Präsidialdepartement (PRD)
1265,20.11.2019,2019/499,Balz Bürgisser,Grüne,Maya Kägi Götz,SP,Zuteilung ausstehend
1266,08.01.20,2012/428,Claudia Rabelbauer,EVP,Martin Mächler,EVP,
1267,21.10.2009,2009/472,Peter Stähli-Barth,SP,Min Li Marti,SP,Präsidialdepartement (PRD)
1268,22.10.1997,1997/428,Luzia Vieli-Hardegger,LdU,Simone Bertogg-Baudet,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1269,12.3.2003,2003/84,Ernst Danner,EVP,Willy Furter,EVP,Hochbaudepartement (HBD)
1270,30.10.2019,2019/466,Raphaël Tschanz,FDP,Raphael Kobler,FDP,Gemeinderat
1271,25.8.2004,2004/445,Robert Schönbächler,CVP,Georg Schmid,CVP,Polizeidepartement (PD)
1272,21.12.2011,2011/500,Patrick Blöchlinger,SD,Christoph Spiess,SD,Sozialdepartement (SD)
1273,07.12.2011,2009/300,Claudia Nielsen,SP,Davy Graf,SP,
1274,12.03.2008,2008/113,Ruth Ackermann,CVP,Daniel Meier,CVP,Polizeidepartement (PD)
1275,17.3.2003,2003/90,Ueli Nagel,Grüne,Balthasar Glättli,Grüne,Departement der Industriellen Betriebe (DIB)
1276,25.8.2004,2004/451,Roger Bartholdi,SVP,Monika Erfigen,SVP,Departement der Industriellen Betriebe (DIB)
1277,30.10.2019,2019/472,Stephan Iten,SVP,Martin Götzl,SVP,Gemeinderat
1278,03.07.2019,2019/314,Elisabeth Schoch,FDP,Yasmine Bourgeois,FDP,Stadtrat
1279,3.3.2004,2004/99,Roger Bartholdi,SVP,Susi Gut,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
1280,24.10.2001,2001/528,Luzi Rüegg,SVP,Ruth Anhorn,SVP,Polizeidepartement (PD)
1281,08.07.2009,2009/328,Jacqueline Badran,SP,Andreas Ammann,SP,Geschäftsbericht Stadtrat
1282,16.12.2009,2005/118,Hanspeter Kunz,EVP,Ernst Danner,EVP,
1283,10.07.2019,2019/328,Stephan Iten,SVP,Martin Götzl,SVP,Zuteilung ausstehend
1284,24.9.2003,2003/363,Roger Liebi,SVP,Monika Erfigen,SVP,Finanzdepartement (FD)
1285,3.2.1999,1999/55,Luzi Rüegg,SVP,Emil Grabherr,SVP,Departement der Industriellen Betriebe (DIB)
1286,15.06.2016,2016/226,Daniel Regli,SVP,Stephan Iten,SVP,
1287,17.1.2007,2007/23,Guido Bergmaier,SVP,Bernhard im Oberdorf,SVP,Präsidialdepartement (PRD)
1288,20.11.2013,2013/405,Gabriela Rothenfluh,SP,Esther Straub,SP,
1289,06.02.2013,2013/42,Christoph Spiess,SD,Patrick Blöchlinger,SD,
1290,6.12.2006,2006/568,Bastien Girod,Grüne,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1291,12.1.2000,2000/16,Erika Bärtschi Hafner,FDP,Robert Eggler,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1292,06.12.2010,2010/511,Patrick Blöchlinger,SD,Christoph Spiess,SD,Finanzdepartement (FD)
1293,09.11.2005,2005/454,Roger Bartholdi,SVP,Bernhard im Oberdorf,SVP,Polizeidepartement (PD)
1294,15.12.2006,2006/597,Susi Gut,PFZ,Markus Schwyn,PFZ,Finanzdepartement (FD)
1295,10.3.2004,2004/121,Hans Nikles,SVP,Bruno Garzotto,SVP,Departement der Industriellen Betriebe (DIB)
1296,2.11.2005,2005/440,Salvatore Di Concilio,SP,Gisela Polloni Rohner,SP,Schul- und Sportdepartement (SSD)
